,causes_type,sample_index,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature60,feature20_distance,featureY_mean,featureX_mean,featureY_min,featureX_min,Date & Time
34265,unknown,540,857.22,20.46,3.94,31.0,0.0,0.0,1439.0,0.0,12.52,356351.0,242.0,1470.0,12.72,4.0,16.5,-69.75,-76.75,114.05941251549685,-74.81,9.36,-79.75,3.75,2020-09-23 00:40:37
34266,unknown,540,709.81,19.08,3.94,30.0,0.0,0.0,1406.0,1.21,13.31,351966.0,245.0,1436.0,12.3,4.0,8.38,-70.63,-66.38,182.1204893780136,-80.179375,-4.50375,-87.5,-15.88,2020-09-23 00:40:38
34267,unknown,540,763.62,17.81,3.94,29.0,0.0,0.0,1458.0,0.0,11.76,366034.0,246.0,1487.0,11.46,4.0,-11.25,-70.25,-69.25,142.0009595674294,-78.18437499999999,-3.575625,-84.0,-15.19,2020-09-23 00:40:39
34268,unknown,540,646.46,19.06,3.94,26.0,0.0,0.0,1316.0,0.08,7.69,325955.0,241.0,1354.0,11.89,4.0,29.0,-56.63,-69.25,96.6132151730499,-66.83375,18.80125,-77.94,5.81,2020-09-23 00:40:40
34269,unknown,540,813.25,19.2,3.98,12.0,0.0,0.0,1461.0,0.0,9.18,357246.0,243.0,1473.0,13.37,4.0,22.25,-63.38,-71.88,119.75110582693225,-68.68,16.801875,-75.0,7.81,2020-09-23 00:40:41
34270,unknown,540,818.84,18.37,3.94,30.0,0.0,0.0,1419.0,0.0,9.19,346840.0,239.0,1449.0,13.34,4.0,19.75,-63.88,-71.5,106.68758391066706,-70.02499999999999,17.115,-77.31,7.5,2020-09-23 00:40:42
34271,unknown,540,800.69,18.79,3.94,30.0,0.0,0.0,1483.0,0.0,8.66,363483.0,240.0,1513.0,13.52,4.0,23.0,-64.25,-76.13,108.34443816015948,-67.68,14.888125,-75.25,9.31,2020-09-23 00:40:43
34272,unknown,540,822.93,21.05,3.97,16.0,0.0,0.0,1525.0,0.0,8.05,376816.0,245.0,1541.0,13.64,4.0,24.25,-61.63,-74.13,106.84830996456888,-66.99375,17.79875,-72.13,10.19,2020-09-23 00:40:44
34273,unknown,540,1090.46,24.37,3.96,19.0,0.0,0.0,1531.0,0.0,9.09,381472.0,246.0,1551.0,13.84,4.0,29.13,-60.38,-74.38,108.63959942948507,-67.461875,18.634375,-77.63,7.13,2020-09-23 00:40:45
34274,unknown,540,1029.57,22.25,3.94,30.0,0.0,0.0,1435.0,0.0,10.22,354846.0,242.0,1465.0,14.02,4.0,26.0,-63.25,-77.88,106.68758391066709,-70.63375,15.351875,-82.5,5.31,2020-09-23 00:40:46
34275,unknown,540,968.8,21.32,3.94,30.0,0.0,0.0,1461.0,0.0,10.27,355550.0,239.0,1490.0,13.54,4.0,19.0,-64.25,-74.5,124.57953295167844,-69.923125,17.65375,-76.19,6.44,2020-09-23 00:40:47
34276,unknown,540,888.62,19.97,3.94,30.0,0.0,0.0,1487.0,0.0,8.56,364862.0,241.0,1517.0,13.4,4.0,18.88,-66.13,-76.88,107.87230220515988,-71.98625,15.016875,-83.13,7.56,2020-09-23 00:40:48
34277,unknown,540,879.29,20.15,3.94,31.0,0.0,0.0,1482.0,0.0,9.06,362696.0,240.0,1513.0,13.3,4.0,22.13,-66.13,-76.88,146.56986487420136,-71.531875,15.103750000000002,-76.81,5.63,2020-09-23 00:40:49
34278,unknown,540,868.31,19.73,3.94,30.0,0.0,0.0,1419.0,0.0,9.03,348678.0,241.0,1449.0,13.26,4.0,23.88,-66.75,-83.25,106.0198828398227,-73.60624999999999,16.770625,-81.94,8.63,2020-09-23 00:40:50
34279,unknown,540,840.74,19.39,3.94,30.0,0.0,0.0,1429.0,0.0,8.71,351787.0,241.0,1459.0,13.26,4.0,22.13,-67.25,-79.0,103.28091624389432,-74.05625,15.767499999999998,-79.13,9.31,2020-09-23 00:40:51
34280,unknown,540,814.03,19.42,3.98,13.0,0.0,0.0,1568.0,0.0,10.19,390055.0,247.0,1581.0,12.94,4.0,23.13,-67.38,-78.63,100.10934336864044,-74.704375,15.91125,-80.56,8.69,2020-09-23 00:40:52
34281,unknown,540,875.82,19.16,3.97,14.0,0.0,0.0,1576.0,0.0,11.7,393279.0,247.0,1590.0,12.62,4.0,22.63,-66.25,-81.5,92.95636092355753,-76.09125,13.4925,-80.94,6.63,2020-09-23 00:40:53
34282,unknown,540,809.01,19.33,3.99,6.0,0.0,0.0,1559.0,0.0,11.96,389752.0,249.0,1565.0,12.6,4.0,22.5,-66.0,-78.88,101.63720741364092,-76.3725,13.143125,-83.0,7.69,2020-09-23 00:40:54
34283,unknown,540,803.97,17.98,3.94,30.0,0.0,0.0,1418.0,0.0,13.72,355687.0,245.0,1449.0,12.76,4.0,22.88,-66.38,-80.38,100.6132151730499,-75.73875,13.93,-80.25,8.25,2020-09-23 00:40:55
34284,unknown,540,625.67,16.73,3.94,30.0,0.0,0.0,1462.0,0.0,8.37,368199.0,247.0,1492.0,12.32,4.0,25.5,-66.13,-77.25,94.14107921805032,-76.61812499999999,13.475,-82.56,5.88,2020-09-23 00:40:56
34285,unknown,540,725.35,17.68,3.97,17.0,0.0,0.0,1525.0,0.0,13.62,383413.0,249.0,1541.0,12.44,4.0,24.88,-66.13,-77.38,107.69532751948591,-75.234375,11.5675,-85.44,2.75,2020-09-23 00:40:57
34286,unknown,540,605.45,14.09,3.96,18.0,0.0,0.0,1415.0,0.0,9.07,356522.0,249.0,1433.0,11.94,4.0,26.13,-69.13,-77.75,101.63720741364092,-80.40375,13.853125,-87.88,5.25,2020-09-23 00:40:58
34287,unknown,540,560.02,14.13,3.99,4.0,0.0,0.0,1597.0,0.0,9.56,402584.0,251.0,1601.0,12.2,4.0,,,,0.0,,,,,2020-09-23 00:40:59
34288,unknown,540,506.76,12.31,3.98,10.0,0.0,0.0,1515.0,0.0,9.7,381625.0,250.0,1525.0,11.82,4.0,25.25,-67.88,-81.25,92.95636092355753,-79.03062499999999,12.13,-86.63,5.25,2020-09-23 00:41:00
34289,unknown,540,483.35,12.6,3.98,10.0,0.0,0.0,1543.0,0.0,8.51,389563.0,251.0,1553.0,11.46,4.0,25.0,-68.63,-83.75,89.46023272796695,-79.83,12.54375,-87.81,4.0,2020-09-23 00:41:01
34290,unknown,540,520.27,13.13,3.98,10.0,0.0,0.0,1544.0,0.0,9.27,388456.0,250.0,1554.0,11.18,4.0,25.13,-67.25,-84.0,102.12793379881133,-79.895625,10.603125,-90.69,-1.31,2020-09-23 00:41:02
34291,unknown,540,524.92,14.45,3.98,10.0,0.0,0.0,1468.0,0.0,8.19,369152.0,250.0,1478.0,11.04,4.0,24.38,-67.5,-81.63,99.78478804830372,-80.46625,11.55625,-89.5,4.25,2020-09-23 00:41:03
34292,unknown,540,599.88,14.78,3.97,18.0,0.0,0.0,1551.0,0.0,9.38,390154.0,249.0,1569.0,11.44,4.0,22.88,-68.63,-82.88,94.6132151730499,-80.2425,10.86,-88.56,-3.38,2020-09-23 00:41:04
34293,unknown,540,551.74,12.87,3.98,10.0,0.0,0.0,1515.0,0.0,8.64,380316.0,249.0,1526.0,11.14,4.0,21.25,-70.25,-82.75,150.02551423711557,-80.50437500000001,9.020625,-92.75,-10.13,2020-09-23 00:41:05
34294,unknown,540,513.79,12.64,3.98,10.0,0.0,0.0,1479.0,0.0,9.06,372639.0,250.0,1489.0,10.7,4.0,21.75,-69.38,-77.75,101.76619761813284,-81.236875,9.41125,-93.69,-1.06,2020-09-23 00:41:06
34763,unknown,550,1230.85,25.57,3.94,30.0,0.0,0.0,1453.0,0.0,0.27,351586.0,237.0,1483.0,13.08,4.0,23.0,-63.13,-74.38,167.04537643791247,-75.89812500000001,6.0200000000000005,-84.56,-13.0,2020-09-23 00:54:52
34764,unknown,550,1224.22,25.9,3.94,30.0,0.0,0.0,1425.0,0.0,3.3,353195.0,243.0,1454.0,13.62,4.0,25.0,-63.0,-73.63,167.04537643791247,-76.824375,5.141249999999999,-88.06,-17.63,2020-09-23 00:54:53
34765,unknown,550,1400.72,26.46,3.99,6.0,0.0,0.0,1595.0,0.0,3.62,402259.0,251.0,1601.0,13.78,4.0,23.5,-63.25,-75.13,167.04537643791244,-74.83375000000001,5.811875000000001,-83.38,-12.5,2020-09-23 00:54:54
34766,unknown,550,1409.79,26.18,3.96,22.0,0.0,0.0,1579.0,0.0,2.5,399688.0,250.0,1601.0,13.72,4.0,22.38,-63.0,-71.63,167.0453764379125,-74.935,5.745625,-83.38,-14.5,2020-09-23 00:54:55
34767,unknown,550,1450.9,26.46,4.0,1.0,0.0,0.0,1600.0,0.0,1.0,403900.0,252.0,1601.0,13.22,4.0,,,,0.0,,,,,2020-09-23 00:54:56
34768,unknown,550,1383.43,26.46,3.99,5.0,0.0,0.0,1570.0,0.13,3.05,395391.0,251.0,1575.0,13.04,4.0,,,,0.0,,,,,2020-09-23 00:54:57
34769,unknown,550,1441.95,26.37,3.99,7.0,0.0,0.0,1594.0,0.0,1.13,402518.0,251.0,1601.0,13.7,4.0,22.38,-61.88,-72.0,135.49892196274112,-74.99437499999999,7.708125,-84.75,-11.88,2020-09-23 00:54:58
34770,unknown,550,1441.02,26.44,3.99,5.0,0.0,0.0,1596.0,0.0,1.94,402882.0,252.0,1601.0,14.0,4.0,22.88,-59.75,-69.38,149.41823577210226,-73.55875,8.5475,-85.75,-7.13,2020-09-23 00:54:59
34771,unknown,550,1425.62,26.39,3.99,8.0,0.0,0.0,1593.0,0.0,2.06,402114.0,251.0,1601.0,13.5,4.0,22.38,-60.25,-68.63,135.49892196274115,-71.786875,7.978125,-79.13,-11.63,2020-09-23 00:55:00
34772,unknown,550,1397.62,26.1,3.95,28.0,0.0,0.0,1572.0,0.0,2.81,396844.0,248.0,1601.0,12.98,4.0,21.25,-63.38,-68.5,134.49287414808376,-73.435625,7.688750000000001,-83.19,-17.56,2020-09-23 00:55:01
34773,unknown,550,1391.18,26.02,3.94,33.0,0.0,0.0,1568.0,0.0,2.94,396488.0,248.0,1600.0,13.0,4.0,23.0,-63.0,-69.25,134.49287414808376,-73.356875,7.920000000000001,-84.0,-16.0,2020-09-23 00:55:03
34774,unknown,550,1389.32,26.1,3.94,30.0,0.0,0.0,1571.0,0.0,3.5,397403.0,248.0,1601.0,12.98,4.0,22.63,-63.38,-68.38,134.49287414808373,-73.123125,8.090625,-82.44,-14.69,2020-09-23 00:55:04
34775,unknown,550,1410.3,26.03,3.94,30.0,0.0,0.0,1571.0,0.0,2.0,397166.0,248.0,1601.0,13.0,4.0,23.38,-63.5,-72.75,145.2729972589769,-73.0325,7.491875,-80.81,-14.38,2020-09-23 00:55:05
34776,unknown,550,1306.74,25.76,3.94,31.0,0.0,0.0,1570.0,0.0,6.62,395969.0,247.0,1601.0,12.68,4.0,22.88,-63.5,-72.63,135.49892196274115,-73.193125,7.750625,-83.0,-17.94,2020-09-23 00:55:06
34777,unknown,550,1268.92,25.63,3.94,30.0,0.0,0.0,1571.0,0.0,8.19,397440.0,248.0,1601.0,12.0,4.0,24.13,-63.25,-75.0,134.49287414808376,-72.86,8.388124999999999,-82.88,-11.69,2020-09-23 00:55:07
34778,unknown,550,984.02,25.45,3.99,6.0,0.0,0.0,1343.0,0.0,5.49,307336.0,228.0,1349.0,13.14,4.0,,,,0.0,,,,,2020-09-23 00:55:08
34779,unknown,550,848.62,25.42,4.0,1.0,0.0,0.0,1243.0,0.0,5.15,269888.0,217.0,1245.0,12.96,4.0,,,,0.0,,,,,2020-09-23 00:55:09
34780,unknown,550,635.32,18.67,4.0,1.0,0.0,0.0,1340.0,0.17,11.57,316828.0,236.0,1340.0,10.02,4.0,23.0,-63.5,-71.88,135.49892196274115,-72.87812500000001,7.750624999999999,-78.88,-12.75,2020-09-23 00:55:10
34781,unknown,550,839.61,25.02,3.93,28.0,0.0,0.0,1260.0,0.0,9.15,286822.0,223.0,1289.0,13.28,4.0,22.38,-63.25,-67.88,134.4928741480838,-73.169375,7.751875,-82.75,-17.19,2020-09-23 00:55:11
34782,unknown,550,930.69,24.01,3.98,7.0,0.0,0.0,1380.0,0.0,9.94,329220.0,237.0,1387.0,13.36,4.0,22.5,-63.63,-76.75,135.49892196274112,-74.49312499999999,7.758125000000001,-82.44,-12.38,2020-09-23 00:55:12
34783,unknown,550,981.47,22.07,3.96,22.0,0.0,0.0,1548.0,0.0,10.01,386558.0,246.0,1569.0,12.68,4.0,21.88,-64.38,-71.38,135.49892196274115,-74.87125,7.52,-86.56,-17.75,2020-09-23 00:55:13
34784,unknown,550,1279.21,25.63,3.98,10.0,0.0,0.0,1570.0,0.0,5.69,393828.0,249.0,1580.0,13.58,4.0,20.88,-62.38,-69.25,135.49892196274115,-71.504375,7.973125,-79.19,-8.88,2020-09-23 00:55:14
34785,unknown,550,1178.05,24.1,3.95,27.0,0.0,0.0,1574.0,0.0,8.19,396560.0,248.0,1601.0,12.9,4.0,23.88,-63.25,-74.0,135.49892196274115,-73.42750000000001,7.518750000000001,-80.0,-9.69,2020-09-23 00:55:15
34786,unknown,550,1426.1,26.42,3.99,7.0,0.0,0.0,1594.0,0.0,2.37,402982.0,252.0,1601.0,13.16,4.0,22.0,-62.63,-69.0,135.4989219627411,-72.110625,6.899375,-80.38,-14.44,2020-09-23 00:55:16
34787,unknown,550,1202.34,24.77,3.95,28.0,0.0,0.0,1573.0,0.0,8.94,396353.0,248.0,1601.0,12.98,4.0,20.88,-62.5,-72.13,131.50139587408188,-71.9225,8.3225,-77.75,-7.56,2020-09-23 00:55:17
34788,unknown,550,1387.98,26.09,3.94,30.0,0.0,0.0,1571.0,0.0,3.5,397515.0,248.0,1601.0,13.94,4.0,20.0,-63.0,-70.13,133.66692093467836,-71.000625,7.33,-82.31,-14.56,2020-09-23 00:55:18
34789,unknown,550,1376.98,26.11,3.94,30.0,0.0,0.0,1571.0,0.0,4.0,396955.0,248.0,1601.0,13.36,4.0,20.63,-62.5,-72.75,134.49287414808376,-70.87937500000001,7.429375,-81.81,-6.88,2020-09-23 00:55:19
34790,unknown,550,1391.74,26.3,3.97,18.0,0.0,0.0,1583.0,0.0,4.0,400242.0,250.0,1601.0,13.26,4.0,20.38,-62.25,-71.13,148.38879852057943,-70.92375,7.925625,-80.69,-3.63,2020-09-23 00:55:20
34791,unknown,550,1265.14,25.54,3.98,10.0,0.0,0.0,1590.0,0.0,8.06,400415.0,250.0,1601.0,13.5,4.0,21.5,-61.88,-76.63,135.49892196274112,-73.81125,7.074375000000001,-81.88,-12.44,2020-09-23 00:55:21
34792,unknown,550,1201.54,24.12,3.98,10.0,0.0,0.0,1590.0,0.0,7.18,400934.0,251.0,1600.0,12.62,4.0,19.25,-62.88,-76.25,131.50139587408188,-72.40875,8.129375,-83.81,-17.69,2020-09-23 00:55:22
34793,unknown,550,1231.69,26.03,3.99,3.0,0.0,0.0,1598.0,0.0,12.13,402465.0,252.0,1600.0,12.76,4.0,16.88,-64.88,-75.63,92.95636092355753,-72.028125,12.42625,-81.56,-3.5,2020-09-23 00:55:23
34794,unknown,550,1014.24,20.51,3.99,7.0,0.0,0.0,1594.0,0.0,5.18,401674.0,251.0,1601.0,11.62,4.0,22.75,-58.25,-71.5,149.4182357721023,-69.938125,13.423125,-80.0,2.13,2020-09-23 00:55:24
34795,unknown,550,900.86,20.28,3.96,22.0,0.0,0.0,1579.0,0.0,11.31,398320.0,249.0,1601.0,10.98,4.0,22.88,-57.13,-73.25,145.38819571685391,-72.70375,13.544999999999998,-86.13,2.31,2020-09-23 00:55:25
34796,unknown,550,1075.18,22.56,3.98,10.0,0.0,0.0,1591.0,0.0,8.55,401480.0,251.0,1601.0,13.0,4.0,21.63,-56.0,-72.88,113.6372074136409,-74.246875,10.125625,-90.56,-1.94,2020-09-23 00:55:26
34797,unknown,550,887.55,20.03,3.99,3.0,0.0,0.0,1598.0,0.0,11.81,403804.0,252.0,1601.0,12.06,4.0,16.5,-60.5,-68.25,126.11648449687256,-70.121875,8.363125,-83.88,-17.94,2020-09-23 00:55:27
34798,unknown,550,905.46,19.69,3.94,31.0,0.0,0.0,1570.0,0.0,7.81,397046.0,248.0,1601.0,12.86,4.0,14.0,-65.38,-62.38,139.76785368394147,-72.040625,7.09,-80.38,-18.13,2020-09-23 00:55:28
34799,unknown,550,939.62,20.42,3.94,30.0,0.0,0.0,1571.0,0.0,9.87,397761.0,248.0,1601.0,12.3,4.0,20.25,-65.25,-76.0,99.78478804830372,-71.925,12.441875,-80.31,2.63,2020-09-23 00:55:29
34800,unknown,550,957.35,20.04,3.94,30.0,0.0,0.0,1571.0,0.0,6.69,397285.0,248.0,1601.0,12.12,4.0,24.0,-60.0,-66.88,117.67608439128284,-69.85374999999999,11.500625,-80.31,-5.63,2020-09-23 00:55:30
34801,unknown,550,1097.76,23.48,3.98,12.0,0.0,0.0,1588.0,0.0,10.36,400932.0,250.0,1601.0,13.44,4.0,,,,0.0,,,,,2020-09-23 00:55:31
34802,unknown,550,1090.64,23.2,3.98,11.0,0.0,0.0,1589.0,0.0,10.43,401490.0,251.0,1600.0,13.58,4.0,19.63,-62.13,-72.75,129.98996820372136,-71.2475,8.325,-77.56,-4.56,2020-09-23 00:55:32
34803,unknown,550,893.82,19.54,3.97,15.0,0.0,0.0,1586.0,0.0,9.25,400817.0,251.0,1600.0,12.94,4.0,14.13,-65.63,-66.63,96.4524891191481,-72.67375,8.091875,-80.19,1.0,2020-09-23 00:55:33
34804,unknown,550,864.11,18.86,3.94,30.0,0.0,0.0,1555.0,0.0,7.69,391133.0,247.0,1585.0,13.32,4.0,13.38,-65.0,-62.63,92.95636092355753,-72.255,8.2625,-81.13,2.88,2020-09-23 00:55:34
34805,unknown,550,969.07,23.81,3.96,18.0,0.0,0.0,1383.0,0.0,7.83,331116.0,236.0,1401.0,14.08,4.0,17.5,-62.63,-70.25,160.81649777762712,-69.95875000000001,9.37625,-78.06,-1.0,2020-09-23 00:55:35
34806,unknown,550,1043.74,24.43,3.97,15.0,0.0,0.0,1457.0,0.0,7.28,349250.0,237.0,1472.0,13.88,4.0,14.13,-61.63,-57.75,162.2245421496563,-70.4425,9.469375,-81.19,3.38,2020-09-23 00:55:36
34807,unknown,550,1165.16,25.79,3.94,30.0,0.0,0.0,1450.0,0.0,6.09,354631.0,240.0,1480.0,13.96,4.0,17.88,-59.88,-61.0,168.98395240638447,-67.204375,9.712500000000002,-80.88,-1.0,2020-09-23 00:55:37
34808,unknown,550,1123.28,24.34,3.94,31.0,0.0,0.0,1541.0,0.0,10.44,386081.0,246.0,1572.0,14.0,4.0,21.25,-54.0,-50.63,175.04207251222957,-61.349375,12.6,-66.63,1.88,2020-09-23 00:55:38
34809,unknown,550,1190.5,24.08,3.94,30.0,0.0,0.0,1560.0,0.0,6.42,393706.0,248.0,1590.0,14.04,4.0,18.75,-57.5,-57.63,95.50821720914897,-63.000625,13.025625000000002,-69.63,8.56,2020-09-23 00:55:39
34810,unknown,550,1227.72,25.29,3.94,30.0,0.0,0.0,1560.0,0.0,9.25,392503.0,247.0,1590.0,13.96,4.0,21.0,-53.0,-65.63,171.3786471243491,-65.12625,10.09125,-79.5,0.13,2020-09-23 00:55:40
34811,unknown,550,1209.87,24.99,3.99,3.0,0.0,0.0,1597.0,0.0,9.74,403631.0,252.0,1601.0,13.84,4.0,17.38,-51.88,-60.88,126.42992335749295,-66.28687500000001,6.204375,-80.5,-11.81,2020-09-23 00:55:41
34812,unknown,550,1114.11,23.61,3.99,7.0,0.0,0.0,1593.0,0.0,10.06,402351.0,251.0,1600.0,13.78,4.0,,,,0.0,,,,,2020-09-23 00:55:42
34813,unknown,550,1135.98,23.24,3.87,41.0,0.0,77.0,1411.0,0.0,5.0,382916.0,248.0,1543.0,11.83,4.0,22.88,-50.38,-55.38,88.28865985271314,-59.748125,14.52375,-68.38,10.06,2020-09-23 00:55:43
34814,unknown,550,1330.08,25.58,3.93,38.0,0.0,0.0,1559.0,0.13,3.83,393327.0,246.0,1597.0,13.38,4.0,24.5,-50.25,-64.25,106.6875839106671,-61.9175,15.150625,-76.06,3.13,2020-09-23 00:55:44
34815,unknown,550,1345.87,25.86,4.0,0.0,0.0,0.0,1601.0,0.0,4.69,404785.0,253.0,1601.0,13.02,4.0,,,,0.0,,,,,2020-09-23 00:55:45
34816,unknown,550,1417.24,26.45,4.0,1.0,0.0,0.0,1600.0,0.0,3.18,404111.0,252.0,1601.0,13.06,4.0,,,,0.0,,,,,2020-09-23 00:55:46
34817,unknown,550,1231.5,24.98,4.0,1.0,0.0,0.0,1600.0,0.0,8.56,404240.0,252.0,1601.0,13.14,4.0,25.88,-48.63,-55.0,121.1411294354958,-54.586875,18.813125,-68.19,7.75,2020-09-23 00:55:47
34818,unknown,550,1306.79,25.65,3.96,21.0,0.0,0.0,1580.0,0.0,6.38,400044.0,250.0,1601.0,13.06,4.0,29.5,-42.13,-57.75,116.92267870218608,-52.255,19.841875,-56.75,13.81,2020-09-23 00:55:48
34819,unknown,550,1280.67,25.43,4.0,1.0,0.0,0.0,1600.0,0.0,7.5,404160.0,252.0,1601.0,13.14,4.0,,,,0.0,,,,,2020-09-23 00:55:49
34820,unknown,550,1198.91,25.09,4.0,1.0,0.0,0.0,1600.0,0.0,10.37,404576.0,253.0,1601.0,12.6,4.0,,,,0.0,,,,,2020-09-23 00:55:50
34821,unknown,550,1373.08,26.08,3.98,10.0,0.0,0.0,1590.0,0.0,3.62,401039.0,250.0,1601.0,13.48,4.0,25.25,-45.5,-55.75,184.4951219630589,-56.194375,15.719375,-65.63,-3.56,2020-09-23 00:55:51
34822,unknown,550,1434.87,26.33,3.99,7.0,0.0,0.0,1593.0,0.0,1.63,402806.0,252.0,1600.0,13.26,4.0,26.88,-50.5,-61.88,119.09452121580422,-63.475,12.9975,-70.94,4.63,2020-09-23 00:55:52
34823,unknown,550,1411.82,25.9,3.97,15.0,0.0,0.0,1586.0,0.0,1.25,400898.0,251.0,1600.0,13.24,4.0,22.5,-54.75,-61.75,117.21239496057984,-65.446875,10.263125,-73.69,-0.25,2020-09-23 00:55:53
34824,unknown,550,1390.38,26.04,3.96,22.0,0.0,0.0,1579.0,0.0,3.43,399593.0,250.0,1601.0,13.0,4.0,13.63,-59.75,-56.88,95.50821720914897,-66.86500000000001,7.5875,-75.19,1.5,2020-09-23 00:55:54
34825,unknown,550,1387.5,26.0,3.94,30.0,0.0,0.0,1570.0,0.0,3.25,397440.0,248.0,1600.0,13.26,4.0,12.5,-56.0,-53.5,214.49349363514293,-69.09625,-0.8675000000000002,-77.88,-14.94,2020-09-23 00:55:55
34826,unknown,550,1428.94,26.22,3.99,6.0,0.0,0.0,1595.0,0.0,1.62,402986.0,252.0,1601.0,12.88,4.0,11.13,-58.63,-56.25,209.6477273036904,-68.92375,-0.3125000000000002,-73.75,-14.19,2020-09-23 00:55:56
34827,unknown,550,1129.5,23.89,3.95,28.0,0.0,0.0,1573.0,0.0,11.44,396917.0,248.0,1601.0,11.94,4.0,14.5,-62.0,-64.88,218.0045393816659,-70.28687500000001,-1.6800000000000002,-78.81,-16.88,2020-09-23 00:55:57
34828,unknown,550,932.53,20.43,3.94,31.0,0.0,0.0,1570.0,0.0,9.69,395540.0,247.0,1601.0,10.86,4.0,-11.0,-63.25,-52.25,205.330965809618,-72.52125,-1.030625,-80.06,-14.31,2020-09-23 00:55:58
34829,unknown,550,964.3,21.32,3.94,31.0,0.0,0.0,1569.0,0.0,11.38,396051.0,248.0,1600.0,10.76,4.0,3.25,-68.38,-72.5,159.59017872061136,-73.450625,-1.35125,-79.25,-11.44,2020-09-23 00:55:59
34830,unknown,550,1099.4,22.91,3.94,30.0,0.0,0.0,1571.0,0.0,7.18,396618.0,248.0,1601.0,11.8,4.0,5.75,-67.75,-57.88,212.35150964465464,-74.864375,-2.664375,-79.38,-12.44,2020-09-23 00:56:00
34831,unknown,550,1182.74,24.19,3.94,30.0,0.0,0.0,1570.0,0.0,8.43,396552.0,248.0,1601.0,11.66,4.0,8.0,-65.38,-69.25,129.38871694822151,-72.86812499999999,0.3168750000000002,-82.5,-16.06,2020-09-23 00:56:01
34832,unknown,550,1092.9,23.16,3.94,30.0,0.0,0.0,1570.0,0.0,10.81,395296.0,247.0,1600.0,11.3,4.0,4.75,-68.13,-57.63,192.4419018642659,-75.809375,-6.653125000000001,-84.0,-18.31,2020-09-23 00:56:02
34833,unknown,550,1063.29,22.31,3.94,30.0,0.0,0.0,1571.0,0.0,8.69,396523.0,248.0,1600.0,11.42,4.0,3.5,-65.38,-72.13,200.36218153367403,-75.394375,-8.868125,-84.0,-18.31,2020-09-23 00:56:03
34834,unknown,550,980.72,21.32,3.94,33.0,0.0,0.0,1568.0,0.0,8.93,396761.0,248.0,1601.0,11.1,4.0,3.88,-66.25,-61.13,212.1328971669278,-74.50937499999999,-4.886875,-80.75,-12.25,2020-09-23 00:56:04
34835,unknown,550,1052.39,22.33,3.94,30.0,0.0,0.0,1571.0,0.0,8.94,396502.0,248.0,1601.0,11.2,4.0,0.25,-70.0,-62.5,231.1150892491791,-75.226875,-6.57625,-80.88,-17.31,2020-09-23 00:56:05
34836,unknown,550,1109.74,23.65,3.94,30.0,0.0,0.0,1564.0,0.28,10.22,394527.0,248.0,1594.0,10.56,4.0,1.25,-69.25,-62.63,199.4068272705674,-76.68187499999999,-7.9475,-82.38,-17.69,2020-09-23 00:56:06
34837,unknown,550,1023.71,21.78,3.94,30.0,0.0,0.0,1571.0,0.0,9.06,396067.0,247.0,1601.0,10.56,4.0,-11.63,-70.25,-59.38,247.02307285579013,-74.364375,-8.524375,-79.06,-17.06,2020-09-23 00:56:07
34838,unknown,550,1071.28,22.76,3.94,30.0,0.0,0.0,1571.0,0.0,10.19,395679.0,247.0,1601.0,10.82,4.0,-11.88,-70.0,-65.5,207.185388411483,-74.996875,-9.174375,-82.38,-17.38,2020-09-23 00:56:08
34839,unknown,550,977.65,21.55,3.94,30.0,0.0,0.0,1571.0,0.0,10.56,396488.0,248.0,1601.0,13.68,4.0,-11.63,-69.38,-57.25,240.86124918896283,-76.17375,-9.43875,-85.13,-18.69,2020-09-23 00:56:09
34840,unknown,550,957.28,20.52,3.94,31.0,0.0,0.0,1570.0,0.0,8.81,396599.0,248.0,1601.0,13.6,4.0,-11.25,-67.5,-64.75,240.11861009117644,-74.50125,-8.743125,-80.31,-16.56,2020-09-23 00:56:10
34841,unknown,550,1009.39,21.37,3.94,30.0,0.0,0.0,1569.0,0.07,8.24,395717.0,247.0,1600.0,13.74,4.0,-11.75,-67.63,-55.63,223.1132787802069,-74.29875,-10.56875,-83.13,-17.25,2020-09-23 00:56:11
34842,unknown,551,984.7,21.34,3.94,30.0,0.0,0.0,1570.0,0.07,9.68,396698.0,248.0,1600.0,13.62,4.0,-11.38,-67.75,-64.63,223.0477435172481,-74.781875,-11.266875,-83.31,-18.31,2020-09-23 00:56:12
34843,unknown,551,941.36,20.6,3.94,30.0,0.0,0.0,1571.0,0.0,9.75,397150.0,248.0,1600.0,13.76,4.0,-11.13,-67.75,-55.5,235.3363466154248,-74.844375,-10.22375,-83.5,-18.0,2020-09-23 00:56:13
34844,unknown,551,937.4,20.16,3.94,31.0,0.0,0.0,1570.0,0.0,8.55,396541.0,248.0,1601.0,13.7,4.0,-11.88,-68.5,-65.63,221.7836455700213,-75.27437499999999,-8.715,-84.69,-17.25,2020-09-23 00:56:14
34845,unknown,551,935.2,20.28,3.94,30.0,0.0,0.0,1571.0,0.0,9.18,397019.0,248.0,1601.0,13.74,4.0,-10.88,-70.63,-60.13,221.6154443876939,-77.138125,-9.833749999999998,-86.25,-18.38,2020-09-23 00:56:15
