,causes_type,sample_index,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature60,feature20_distance,featureY_if,featureX_if,featureY_mean,featureX_mean,featureY_min,featureX_min
6337,rootcause3,1145,257.21,17.99,2.04,11,1420,75,0,0.69,12.77,212681,141,1506,11.89,3,,,,,,,,,,
6338,rootcause3,1145,260.96,14.91,2.3,1,990,426,0,0.08,12.6,354587,250,1417,13.13,2,17.75,-80.88,-87.25,103.2809162,-391.655,48.12,-88.048125,10.4375,-100.5,-0.31
6339,rootcause3,1145,155.55,14.24,2,2,1205,0,0,0,8.88,289629,240,1206,13.13,2,,,,132.6987004,-326.29,37.66,-82.958125,7.98875,-89.38,-9.31
6340,rootcause3,1145,176.94,14.32,2,4,855,0,0,0.14,16.67,210099,244,860,11.73,2,,,,,,,,,,
6341,rootcause3,1145,168.82,9.56,2,3,1513,0,0,0.07,8.29,380186,251,1515,11.62,2,20.13,-64.38,-77,100.72906,-353.8,36.945,-79.65,8.17625,-91.5,-0.88
6342,rootcause3,1159,146.22,13.2,1.79,325,1231,0,0,0,12.41,384714,247,1556,10.66,1,24.13,-85.88,-84.5,102.1279338,-426.09,54.46,-94.418125,11.318125,-102.31,4.63
6343,rootcause3,1159,100.53,10.28,1,1561,0,0,0,0,7.24,390828,251,1560,7.6,1,22.25,-80.25,-96.75,94.61321517,-459.19,51.735,-96.325,10.28625,-103.31,0.56
6344,rootcause3,1159,80,9.88,1,1459,0,0,0,0,6.31,362881,249,1460,7.06,1,20.75,-81.5,-96.88,135.498922,-367.95,42.695,-93.955,9.665,-104.19,0.19
6345,rootcause3,1159,68.42,8.45,1,1445,0,0,0,0,4.46,362310,251,1444,6.48,1,20.75,-83.13,-90.38,88.28865985,-482,55.585,-96.6725,10.70125,-102.13,-0.75
6346,rootcause3,1159,72.83,9.34,1,1474,0,0,0,0,10.67,366740,249,1474,8.24,1,21.75,-82,-92.5,100.1093434,-413.98,53.235,-91.14875,11.075625,-97.56,-1.94
6347,rootcause3,1159,28.95,8.43,1,1062,0,0,0,0.1,7.2,263514,248,1062,10.08,1,,,,,,,,,,
6348,rootcause3,1159,20.16,7.54,1,1236,0,0,0,0.09,2.82,308881,250,1236,10.26,1,13.5,-82.75,-89.25,125.2822925,-363.92,13.62,-90.86125,2.87625,-98.25,-7.06
6349,rootcause3,1159,33.12,6.38,1,1359,0,0,0,0.08,3.35,339174,249,1360,10.52,1,16.38,-82.25,-81.5,115.2025722,-356.005,20.945,-86.95875,4.325,-98.63,-6.13
6350,rootcause3,1159,42.62,8.86,1,1396,0,0,0,0,8.07,347774,249,1395,10.78,1,,,,110.7304362,-388.98,35.24,-91.505,7.3925,-102.19,-8.81
6351,rootcause3,1159,75.63,10.14,1,1532,0,0,0,0,6.79,381497,249,1533,10.68,1,22.75,-79.38,-85.38,131.6521424,-342.345,12.54,-90.5675,1.77625,-98.38,-17.06
6352,rootcause3,1159,57.43,14.23,1,1347,0,0,0,0,4.17,324044,241,1346,10.46,1,25.63,-74.5,-82.38,132.7585166,-324.46,14.81,-89.2975,2.094375,-100.31,-17.5
6353,rootcause3,1159,26.33,11.59,1,1358,0,0,0,0,8.01,334261,246,1359,8.7,1,23.63,-78.75,-70.63,121.0557068,-358.335,29.435,-92.341875,4.955,-109.75,-17.25
6354,rootcause3,1159,26.32,6.52,1,1353,0,0,0,0.31,3.89,336768,249,1352,7.66,1,21.38,-79.5,-80.63,118.0084335,-374.2,14.155,-91.294375,2.086875,-103.31,-18.25
6355,rootcause3,1159,39.84,8.67,1,1406,0,0,0,0,4.7,348915,248,1406,8.3,1,22.75,-76.75,-68.75,123.4487834,-350.535,23.705,-90.025,5.03625,-104,-14.75
6356,rootcause3,1159,41.64,10.4,1,1428,0,0,0,0,8.55,351153,246,1428,9.78,1,-9.5,-82.5,-78.88,134.9690084,-345.54,27.135,-91.211875,5.728125,-105.19,-16.25
6357,rootcause3,1159,26.17,8.37,1,1412,0,0,0,0,7.94,349428,247,1412,11.86,1,,,,117.851363,-379.245,30.49,-89.83625,6.590625,-99.44,-6.94
6358,rootcause3,1159,25.35,7.3,1,1379,0,0,0,0.3,4.65,312766,227,1379,12,1,20.38,-81.13,-74.88,118.0006397,-366.065,25.815,-89.036875,5.598125,-100.25,-14
6359,rootcause3,1159,15.39,8.69,1,1103,0,0,0,0.19,6.41,257912,234,1104,12.74,1,16.38,-79.13,-75.25,119.851363,-361.21,38.945,-88.313125,8.64625,-99.63,-2.5
6360,rootcause3,1159,18.99,7.48,1,1075,0,0,0,0.3,5.33,250581,233,1075,11.58,1,16.63,-78.63,-76,143.1605752,-320.77,22.91,-87.438125,4.93125,-95.06,-11
6361,rootcause3,1159,24.27,6.63,1,1203,0,0,0,0.26,3.54,291689,242,1203,11.98,1,12.13,-82.5,-77.5,140.7407415,-331.955,17.515,-88.91875,3.28125,-98,-10.69
6362,rootcause3,1159,27.28,7.33,1,1384,0,0,0,0,7.45,336027,243,1383,11.44,1,14.88,-79.13,-82.13,122.4827235,-359.525,10.945,-89.998125,1.765625,-101.63,-16.63
6363,rootcause3,1159,20.94,6.63,1,1082,0,0,0,0,6.36,256625,237,1083,9.18,1,8.63,-80.13,-77.5,133.0473524,-329.945,9.57,-85.863125,1.008125,-92.25,-14.13
6364,rootcause3,1159,34.3,7.56,1,1361,0,0,0,0,9.18,336310,247,1360,8.64,1,12.75,-75.38,-77.38,133.0473524,-331.25,14.505,-86.0225,2.223125,-94.69,-14.25
6365,rootcause3,1159,37.04,7.92,1,1533,0,0,0,0,9.2,382109,249,1533,8.1,1,15.38,-79.5,-83.88,118.0006397,-350.875,22.435,-85.3875,4.840625,-92,-9.06
6366,rootcause3,1159,27.71,7.17,1,1498,0,0,0,0,8.63,371728,248,1498,9.06,1,10.5,-83.25,-89.88,152.9115409,-343.135,4.915,-91.77125,-0.136875,-101.63,-14.94
6367,rootcause3,1159,27.89,5.81,1,1404,0,0,0,0,5.29,349814,249,1404,7.68,1,,,,127.3107778,-357.28,14.63,-87.7275,2.1525,-96.5,-12.31
6368,rootcause3,1159,31.91,7.21,1,1431,0,0,0,0,7.96,356481,249,1431,6.56,1,9.5,-82.88,-77.88,96.45248912,-420.58,15.81,-89.35125,2.90375,-95,-13.56
6369,rootcause3,1159,15.57,10.48,1.01,1374,17,0,0,1.1,21.57,343302,247,1391,7.46,1,,,,,,,,,,
6370,rootcause3,1159,18.88,9.13,1,890,0,0,0,0.27,12.86,222288,249,891,9.13,1,-1.63,-82.13,-77.13,178.7681129,-338.895,-20.97,-91.485625,-6.27,-103.88,-18.06
6371,rootcause3,1159,11.48,6.21,1,1471,0,0,0,1.77,8.6,373927,254,1471,9.48,1,-0.38,-83,-82.5,204.4646223,-288.93,-25.425,-91.981875,-7.9025,-101.75,-14.81
6372,rootcause3,1159,11.33,5.43,1,1426,0,0,0,2.83,9.83,361795,254,1425,10.54,1,-2.5,-81.88,-70.75,166.651726,-295.62,-33.3,-91.943125,-10.665625,-103.88,-19.56
6373,rootcause3,1159,25.02,7.86,1,1397,0,0,0,0.91,9.34,351221,251,1397,10.48,1,-2.5,-78.13,-71,179.7618023,-319.445,-19.915,-89.23125,-6.406875,-97.13,-18
6374,rootcause3,1159,14.43,8.21,1,1415,0,0,0,0.87,8.01,358687,253,1415,10.94,1,-4.13,-79.13,-69.75,209.4149698,-278.41,-17.65,-93.783125,-5.829375,-104.31,-17
6375,rootcause3,1159,11.92,8.06,1,1340,0,0,0,0.84,7.86,339832,254,1340,10.54,1,-3.13,-86.63,-88.63,195.3953981,-288.935,-24.495,-89.845,-7.575625,-104.38,-13
6376,rootcause3,1159,43.09,9.22,1,1251,0,0,0,1.07,8.5,316533,253,1251,10.1,1,4.25,-80.25,-76.25,203.9335505,-293.52,-25.18,-93.453125,-8.079375,-102.56,-15.88
6377,rootcause3,1159,50.18,12.96,1,1325,0,0,0,0,6.87,335061,253,1325,10.1,1,-2.38,-85.5,-88.5,123.7476071,-391.765,-12.845,-91.2325,-3.7675,-103.81,-11.5
6378,rootcause3,1159,37.15,14.45,1.22,1106,0,139,0,1.67,16.67,306350,246,1245,8.66,3,,,,133.8291713,-359.695,-21.58,-92.15625,-5.97875,-100.94,-14.63
6379,rootcause3,1159,108.91,13.79,1.53,997,360,108,79,1.84,29.6,375231,243,1544,8.52,1,,,,,,,,,,
6380,rootcause3,1159,60.98,16.32,1.11,1005,0,58,0,0.12,23.84,259371,244,1064,7.94,1,,,,,,,,,,
6381,rootcause3,1159,73.78,11.86,1,1416,0,0,0,0,16.01,354744,251,1416,6.26,1,1.25,-79,-84.13,181.043674,-302.96,-17.295,-93.090625,-5.551875,-100,-17.25
6382,rootcause3,1159,59.58,8.22,1,1457,0,0,0,0,10.29,364754,251,1456,7.11,1,,,,148.0396485,-348.725,-23.51,-94.708125,-6.99,-104.44,-18.63
6383,rootcause3,1159,94.21,13.46,1.64,1001,0,468,0,2.72,25.03,357528,243,1469,6.86,1,,,,,,,,,,
6384,rootcause3,1159,127.47,12.95,1,1387,0,0,0,0,10.1,345947,249,1387,7.81,1,9.25,-88,-89,124.6217243,-375.365,9.655,-94.560625,0.566875,-110.5,-19.13
6385,rootcause3,1159,92.73,11.65,1.59,1018,0,427,0,0.33,16.69,353678,245,1445,7,1,,,,,,,,,,
6386,rootcause3,1159,150.26,13.97,1,1462,0,0,0,0,10.47,365522,250,1462,7.18,1,7.75,-75.63,-81.88,96.28865985,-388.09,26.71,-83.743125,5.485,-92.94,-6.63
6387,rootcause3,1159,106.87,17.43,1,1251,0,0,0,0.09,8.29,310065,248,1252,7.4,1,,,,92.95636092,-424.345,15.05,-88.461875,2.914375,-95.81,-10.25
6388,rootcause3,1159,90.89,20.75,1.34,797,89,0,79,3.71,43.74,230543,239,964,,1,,,,,,,,,,
6389,rootcause3,1159,106.26,13.58,1,1484,0,0,0,0,9.86,370744,250,1484,7.7,1,17.13,-77,-87,96.61321517,-399.2,21.8,-86.278125,4.44875,-97.75,-5.5
6390,rootcause3,1159,45.16,12.51,2.16,224,713,444,0,3.6,29.24,336392,243,1382,7.71,2,7.63,-82.75,-75.25,133.9919972,-336.01,-15.89,-89.711875,-5.118125,-104.13,-14.19
6391,rootcause3,1159,36.75,10.18,1.07,994,77,0,0,0,12.98,267758,250,1071,9.06,1,4.38,-79.75,-76.25,152.837716,-325.445,-26.785,-91.836875,-7.65,-101.31,-14.25
6392,rootcause3,1159,69.16,12.93,2.07,741,0,734,56,4.76,28.66,372368,243,1531,10.13,1,6.5,-88.13,-81.38,94.14107922,-459.075,-16.115,-95.739375,-3.36,-105.56,-18.13
6393,rootcause3,1159,94.29,7.96,1,1181,0,0,0,0,7.06,296759,251,1180,8.52,1,7.5,-88.13,-89.13,108.1884027,-399.29,-9.955,-92.575,-3.2575,-113.19,-18
6394,rootcause3,1159,216.41,13.32,1.88,258,1206,79,0,0,14.06,380040,246,1543,7.95,2,20.88,-80.63,-86,96.61321517,-436.505,17.33,-94.135,3.324375,-101.69,-5
6395,rootcause3,1159,261.18,13.58,2,1,1222,0,0,0,9.9,306692,251,1223,10.23,2,19.75,-75.38,-86.63,141.2502368,-334.92,16.825,-89.4,3.984375,-95.88,-6.88
6396,rootcause3,1159,74.93,17.42,2.32,341,348,821,0,7.63,35.8,338188,224,1510,11.51,1,,,,100.72906,-420.56,-30.015,-94.41875,-6.941875,-99.31,-16.75
6397,rootcause3,1159,126.24,12.31,1,1393,0,0,0,0,8.41,318918,229,1393,8.7,1,-14.25,-80,-82.88,113.7939581,-372.785,-26.155,-86.63,-5.598125,-101.44,-15.94
6398,rootcause3,1159,136.13,14.3,1,1570,0,0,0,0,9.46,369115,235,1571,9.88,1,-15.75,-75.88,-78.5,120.7064942,-343.785,-46.94,-85.33375,-10.87875,-105.5,-16.56
6399,rootcause3,1159,116.74,13.14,1,1384,0,0,0,0,8.69,333972,241,1383,9.21,1,,,,,,,,,,
6400,rootcause3,1159,127.04,12.38,1,1515,0,0,0,0,9.31,372404,246,1515,7.5,1,-9.5,-68.25,-69.63,106.1948286,-366,-50.91,-82.85375,-11.04,-98.69,-18.13
6401,rootcause3,1162,461.9,17.55,3,0,0,1557,0,0,11.18,391474,251,1557,11.54,3,13.25,-64.63,-74.5,112.965531,-315.5,46.25,-74.5825,10.748125,-82,1.94
6402,rootcause3,1162,130.14,14.75,2.76,55,323,1012,86,3.27,27.62,359633,243,1477,12.19,2,,,,,,,,,,
6403,rootcause3,1162,99.76,10.24,1.24,880,275,0,0,0,7.52,290699,252,1155,12.69,1,-7.13,-78.5,-71.88,95.78478805,-413.895,-46.395,-87.2075,-9.43375,-103.25,-19.06
6404,rootcause3,1162,299.47,16.21,2.09,710,0,633,107,0.18,22.5,355677,245,1449,11.38,3,,,,116.4616592,-362.595,-46.24,-87.086875,-10.7325,-102.38,-18.19
6405,rootcause3,1162,284.04,11.62,3,1,0,1379,0,0,7.95,346498,251,1380,12.73,3,,,,,,,,,,
6406,rootcause3,1162,282.96,12.58,2.54,0,717,839,0,0,11.38,390673,251,1556,12.52,2,5.75,-70.63,-82.5,107.6054716,-369.355,10.195,-86.645,2.168125,-106.81,-4.63
6407,rootcause3,1162,140.74,14.98,2.17,38,1184,300,0,4.24,22.65,370191,243,1522,12.85,3,,,,103.9803532,-374.665,24.905,-83.684375,5.00875,-96.63,-2.94
6408,rootcause3,1162,78.91,14.29,1.54,797,240,217,0,1.07,25.91,308955,246,1255,9.76,1,,,,126.8257442,-347.905,4.295,-90.496875,-0.205625,-99.94,-14.56
6409,rootcause3,1162,114.39,9.9,1,1393,0,0,0,0,7.01,347262,249,1392,9.39,1,-14.25,-82.25,-71.88,105.598393,-404.495,11.18,-91.87625,1.149375,-99.44,-16.88
6410,rootcause3,1162,92.56,11.33,1,1525,0,0,0,0,11.33,378103,248,1525,9.58,1,10.63,-83.75,-90.13,129.2905313,-363.365,7.415,-94.4425,0.3175,-108,-16.38
6411,rootcause3,1162,85.37,9.98,1,1531,0,0,0,0,9.27,381841,249,1531,8.12,1,12.13,-85.13,-76,127.3107778,-377.04,5.685,-92.80625,-0.15625,-100.38,-15.25
6412,rootcause3,1162,86.13,8.27,1,1518,0,0,0,0,8.82,380203,250,1519,7.64,1,,,,144.7323575,-335.12,-37.405,-94.364375,-9.348125,-107.94,-18.44
6413,rootcause3,1162,78.5,8.96,1,1499,0,0,0,0,8.73,375944,251,1499,7.24,1,7.63,-81.38,-78.25,143.6961832,-351.585,-24.585,-93.255,-6.41375,-109.19,-18
6414,rootcause3,1162,104.69,10.96,1.29,1092,437,0,0,0.31,15.51,381257,250,1528,8.56,1,,,,,,,,,,
6415,rootcause3,1162,93.18,10.52,1,1378,0,0,0,0,8.34,347672,252,1378,10.35,1,2.63,-81.88,-84.38,167.7567372,-303.345,-24.68,-92.775,-7.599375,-102.19,-17.75
6416,rootcause3,1162,87.36,8.87,1,1396,0,0,0,0,4.96,349258,250,1396,11.86,1,,,,154.0595989,-321.715,-18.345,-89.84125,-4.65,-100.88,-13.13
6417,rootcause3,1162,87.82,10.46,1,1400,0,0,0,0,6.51,351298,251,1400,11.24,1,6.75,-78,-79.75,115.7544285,-368.05,-27.14,-87.10625,-6.796875,-100.19,-18.44
6418,rootcause3,1162,63.74,9.51,1,1415,0,0,0,0,7.15,354831,251,1415,11.84,1,-6.5,-80.5,-82.75,124.7862145,-360.28,-36.275,-91.62625,-9.33375,-98.94,-17.75
6419,rootcause3,1162,91.9,7.99,1,1579,0,0,0,0,6.49,398724,253,1579,9.9,1,-6.75,-69.88,-74.75,89.46023273,-414.955,-10.225,-84.794375,-2.22625,-94.94,-9
6420,rootcause3,1162,69.52,8.82,1,1531,0,0,0,0,9.61,386610,253,1531,8.48,1,-2.25,-71.25,-75.88,89.46023273,-446.705,-28.6,-91.095,-5.84625,-102.75,-14.31
6421,rootcause3,1162,28.09,7.54,1,1267,0,0,0,0.09,9.5,315449,249,1267,8.46,1,-5,-83,-77.25,116.0006397,-414.81,-26.305,-95.30625,-6.704375,-102.75,-17.81
6422,rootcause3,1162,72.82,14.84,1.44,981,351,155,0,4.23,32.61,357019,240,1488,8.89,1,,,,,,,,,,
6423,rootcause3,1162,113.73,11.59,1,1273,0,0,0,0,8.96,318081,250,1273,8.49,1,19.75,-79,-91,119.8741234,-383.87,33.14,-89.6375,5.80125,-101.81,-14.31
6424,rootcause3,1162,124.5,12.58,1,1524,0,0,0,0,9.58,381649,251,1523,8.86,1,18.88,-77.63,-86.88,156.8513197,-330.475,2.825,-92.915,-0.578125,-102.81,-18.5
6425,rootcause3,1162,65.98,16.39,1.67,1081,0,336,116,5.26,28.05,371728,242,1533,8.72,3,,,,146.9967463,-338.765,6.18,-92.380625,0.6525,-101.81,-17.69
6426,rootcause3,1162,58.78,14.39,2.8,3,253,1040,0,7.43,39.74,316271,244,1296,10.93,2,,,,,,,,,,
6427,rootcause3,1162,76.02,10.12,1.27,1153,418,0,0,0,5.73,397456,253,1571,11.64,1,5.5,-91.13,-99.25,144.5824894,-374.88,-18.545,-95.571875,-5.364375,-102.75,-15.56
6428,rootcause3,1162,87.55,14.25,1,1601,0,0,0,0,9.69,404184,252,1601,11.28,1,-4,-85.75,-86.25,217.1200497,-295.665,-21.92,-96.711875,-7.435,-112.31,-18.38
6429,rootcause3,1162,87.24,14.05,1,1558,0,0,0,0,9.25,392747,252,1558,11.66,1,0.63,-86.38,-91.88,209.914913,-266.885,-10.935,-92.12625,-4.024375,-102.06,-10.88
6430,rootcause3,1162,100.46,14.88,1,1586,0,0,0,0,7.82,400427,252,1586,12.2,1,-3.25,-73.5,-79.5,157.4775311,-344.05,-21.81,-88.925625,-5.705625,-98.06,-14.38
6431,rootcause3,1162,99.47,15.1,1,1601,0,0,0,0,9.11,403445,252,1601,12.94,1,-4.63,-82.13,-79.88,183.5867026,-285.705,-24.92,-91.489375,-7.97375,-100.94,-17.81
6432,rootcause3,1162,83.92,14.87,1,1544,0,0,0,0,10.17,389290,252,1545,12.24,1,-6.38,-83,-85.63,179.7618023,-324.875,-29.555,-90.461875,-8.675625,-102.5,-15.31
6433,rootcause3,1162,92.86,14.32,1,1496,0,0,0,0,6.44,376979,252,1496,12.24,1,-2.75,-86,-80,188.1308181,-275.495,-9.985,-86.260625,-2.9975,-94.38,-10.94
6434,rootcause3,1162,126.17,15.02,1.25,1169,382,0,0,0,4.85,391002,252,1550,12.36,2,-0.75,-81.63,-84.25,202.722003,-301.79,-19.775,-94.818125,-6.10625,-103,-12.19
6435,rootcause3,1162,104.78,12.69,2,0,1352,0,0,0,6.89,339655,251,1352,11.56,2,-4.63,-82.5,-86.63,147.5790939,-365.62,-23.15,-95.896875,-6.103125,-106.81,-12.88
6436,rootcause3,1162,69.99,10.46,1.77,289,986,0,0,0,9.79,318255,249,1276,11.94,1,-6.75,-82.13,-85.25,151.4744279,-382.965,-30.675,-92.34,-7.235,-103.88,-17.88
6437,rootcause3,1162,167.25,14.21,1.99,20,1535,0,0,1.87,24.11,384097,247,1554,10.85,2,,,,,,,,,,
6438,rootcause3,1162,151.8,9.82,2.27,27,1051,446,0,0.79,17.33,378575,248,1524,8.78,2,4.63,-82,-77.13,162.6316361,-351.55,-10.545,-88.009375,-2.0475,-97.25,-15.94
6439,rootcause3,1162,166.86,8.43,2,0,1542,0,0,0,9.8,387532,251,1542,8.96,2,3.88,-81,-82.75,160.8164978,-359.565,-13.735,-90.200625,-3.459375,-105.25,-12.38
6440,rootcause3,1162,185.76,9.73,2,0,1538,0,0,0,10.34,387090,252,1538,11.12,2,6,-79.25,-77,201.4305505,-315.645,-20.77,-91.38375,-6.34625,-104.19,-10.5
6441,rootcause3,1162,317.03,10.91,2,1,1597,0,0,0,6.13,402152,252,1598,11.12,2,-2.13,-70.88,-69.63,222.0305033,-253.62,-9.12,-85.930625,-3.58625,-96.63,-12.81
6442,rootcause3,1162,301.63,17.61,2.25,48,1042,425,0,0,18.66,374260,247,1516,11.86,3,,,,168.9839524,-314.745,-2.575,-84.106875,-0.9525,-93.19,-6.25
6443,rootcause3,1162,248.87,12.77,2.24,0,1207,373,0,0,11.26,396299,251,1580,12.58,2,3,-74.13,-81,101.6372074,-384.72,1.455,-85.0875,0.109375,-94.63,-5.25
6444,rootcause3,1162,161.65,13.16,1.23,1218,366,0,0,0,8.27,397168,251,1583,11.08,1,3.38,-76.25,-75.38,162.7858483,-296.665,1.265,-85.101875,0.03875,-97.44,-6.69
6445,rootcause3,1168,108.12,14.99,2.32,48,733,444,0,4.04,29.34,292003,238,1226,9.72,2,,,,144.3813471,-379.52,18.67,-94.641875,2.80875,-100.06,-12.25
6446,rootcause3,1168,107.54,11.51,1.84,170,875,0,0,0,11.18,231670,222,1045,9.81,1,15.88,-88,-96,119.8741234,-410.42,6.425,-95.851875,-0.12625,-108.75,-17.88
6447,rootcause3,1168,131.7,16.23,1,1200,0,0,0,0,6.74,255336,213,1199,11.96,1,17.5,-84,-96.38,92.61321517,-464.145,-4.795,-96.565,-1.183125,-105.88,-13.06
6448,rootcause3,1168,119.94,15.7,1,1313,0,0,0,0.61,12.35,313887,239,1313,13,1,,,,88.28865985,-491.345,-2.855,-98.63375,-1.113125,-103.56,-15
6449,rootcause3,1168,77.51,10.66,1,1467,0,0,0,0.39,12.26,365876,249,1468,10.04,1,11.38,-87.75,-95.88,128.8174295,-424.175,-21.01,-101.56,-5.703125,-110.13,-17.56
6450,rootcause3,1168,36.18,8.41,1,1339,0,0,0,0.76,11.66,333441,249,1338,8.76,1,7.5,-92.75,-87.25,128.8174295,-419.01,-26.71,-100.19625,-6.79375,-109.81,-18.69
6451,rootcause3,1168,41.69,9.33,1,1495,0,0,0,0.52,10.04,372844,249,1495,11.12,1,6.88,-92.25,-85.5,131.3508831,-406.68,-15.72,-103.169375,-5.14875,-115.13,-18.25
6452,rootcause3,1168,36.1,8.89,1,1424,0,0,0,1.44,12.02,351322,247,1424,11.32,1,9.63,-90.38,-97.63,110.0006397,-444.9,0.72,-101.173125,-0.95625,-115.75,-17.06
6453,rootcause3,1168,37.49,9.2,1,1378,0,0,0,0.89,10.39,341214,248,1378,10.28,1,10.25,-87,-94.5,121.5309777,-407.96,2.18,-95.501875,-0.876875,-103.25,-13.88
6454,rootcause3,1168,40.07,8.78,1,1442,0,0,0,0.92,9.39,360024,250,1442,10.96,1,16.75,-84.63,-81.88,121.5309777,-411.23,8.145,-96.36,0.453125,-105.13,-18.38
6455,rootcause3,1168,65.28,14.26,1,1440,0,0,0,1.75,12.7,359257,249,1440,11.34,1,16.75,-87.5,-93.88,105.598393,-442.04,2.31,-100.498125,-0.581875,-112.44,-17.19
6456,rootcause3,1168,38.44,9.98,1,1492,0,0,0,0.46,12.6,372942,250,1491,10.94,1,12.5,-86.63,-89.38,131.3508831,-401.23,-13.505,-101.99625,-4.989375,-111.06,-18.25
6457,rootcause3,1168,29.21,8.48,1,1476,0,0,0,2.01,12.08,366922,249,1476,10.14,1,3.25,-95.25,-85.75,149.4013415,-384.465,-28.19,-103.33375,-8.445,-115.56,-17.94
6458,rootcause3,1168,22.56,8.76,1,1345,6,0,0,3.63,14.24,328709,243,1351,8.3,2,3,-95.63,-94,94.61321517,-484.48,-45.11,-101.505,-9.040625,-118.75,-18.75
6459,rootcause3,1168,88.02,13.97,2,2,1431,0,0,2.87,32.06,351546,245,1434,9.62,2,20.5,-81.38,-85.38,145.7484851,-352.88,33.73,-88.891875,6.96875,-95.75,-5.88
6460,rootcause3,1168,150.51,7.07,2,2,1368,0,0,0,7.33,344971,252,1369,11.5,2,19.63,-79,-91,99.78478805,-407.985,25.73,-89.93875,5.31375,-97.5,-11.13
6461,rootcause3,1168,189.9,8.77,2,0,1553,0,0,0,8.31,390672,252,1553,11.34,2,13.13,-78.13,-90.38,99.78478805,-373.375,19.36,-82.359375,3.801875,-89.81,-17.31
6462,rootcause3,1168,125.46,15.61,2.47,59,706,783,0,5.93,34.65,375329,242,1548,11.04,3,,,,149.4182358,-346.865,-1.1,-91.309375,-1.78125,-104.06,-18.5
6463,rootcause3,1168,162.44,8.86,2.58,1,484,681,0,0,7.55,293394,252,1166,13.72,2,,,,,,,,,,
6464,rootcause3,1168,125.34,7.86,2,0,1344,0,0,0,9.06,339156,252,1345,12.34,2,8,-83,-90.25,170.6884393,-310.35,-21.705,-90.7,-6.5275,-105.13,-18.75
6465,rootcause3,1168,95.67,6.1,2,3,1536,0,0,0,8.17,387750,252,1539,10.54,1,5.88,-81.75,-83,167.7313418,-297.31,-31.835,-90.6925,-9.55875,-100.69,-18.31
6466,rootcause3,1168,87.77,10.14,1.55,667,685,36,0,0.08,12.78,346157,250,1387,11.2,3,,,,103.2809162,-402.17,-58.08,-90.106875,-12.5525,-98.13,-19.75
6467,rootcause3,1169,425.46,16.02,3.06,1,0,1499,99,0.47,19.76,397806,249,1599,12.67,3,,,,,,,,,,
6468,rootcause3,1169,515.15,15.59,3,0,0,1547,0,0,9.05,390299,252,1547,13.56,3,22.25,-53.63,-68.5,114.965531,-305.18,57.73,-72.3325,12.8875,-82.81,3.88
6469,rootcause3,1169,568.1,17.62,3,0,0,1544,0,0,9.33,389224,252,1544,13.98,3,20.25,-67.88,-72.75,92.95636092,-391.5,53.705,-81.659375,10.79,-89.81,-4.69
6470,rootcause3,1169,467.01,15.67,3,0,0,1560,0,0,9.01,392552,252,1560,13.92,3,23.38,-68.75,-76.13,94.14107922,-364.425,62.04,-76.50875,12.4825,-91.56,-10.56
6471,rootcause3,1169,449.95,14.92,3,0,0,1590,0,0,10.27,400182,252,1590,13.48,3,22.38,-67.88,-77,96.28865985,-378.925,56.56,-81.888125,11.528125,-96.88,-2.81
6472,rootcause3,1169,360.98,12.96,2.97,0,43,1491,0,0,10.57,385886,252,1534,12.86,2,20,-76.88,-81.88,96.28865985,-375.555,53.72,-81.320625,10.7825,-92.31,-8.69
6473,rootcause3,1169,331.88,15.55,2,0,1539,0,0,0,8.98,387763,252,1539,12.86,2,26.25,-72.13,-83.5,103.2809162,-383.265,47.89,-86.34875,10.2,-96.88,-9.38
6474,rootcause3,1169,330.5,14.75,2,0,1600,0,0,0,8.88,402096,251,1601,13.02,2,,,,96.28865985,-398.68,44.59,-86.2,8.88,-98,-8.19
6475,rootcause3,1169,340.05,14.83,2,0,1543,0,0,0,8.11,388855,252,1543,13.02,2,9.13,-74.38,-87.38,92.95636092,-389.3,58.935,-81.050625,12.088125,-90.56,1.38
6476,rootcause3,1169,328.23,16.27,2,1,1483,0,0,0,9.1,374475,253,1483,12.14,2,13.13,-69.63,-83,95.78478805,-408.805,51.63,-86.73125,10.59875,-98.81,-7.25
6477,rootcause3,1169,239.86,11.83,2,0,1548,0,0,0,9.5,390556,252,1548,11.5,2,17.38,-73.13,-84.25,127.9602613,-353.17,23.82,-91.8525,4.57875,-105.81,-17.69
6478,rootcause3,1169,222.66,11.65,2,0,1589,0,0,0,10.32,400805,252,1589,11.16,2,12.88,-78.5,-87.75,96.61321517,-434.765,18.375,-93.816875,3.495625,-108.25,-13.44
6479,rootcause3,1169,191.09,9.07,2,0,1560,0,0,0,8.6,392616,252,1560,10.74,2,10.88,-81.25,-92.38,121.9919972,-380.4,13.14,-92.88,2.043125,-104.81,-12.94
6480,rootcause3,1169,167.86,7.64,2,0,1596,0,0,0.07,5.58,401932,252,1596,10.62,2,,,,121.9919972,-401.35,-6.865,-97.748125,-2.599375,-111.38,-18.13
6481,rootcause3,1169,95.89,19.51,2.04,10,1272,57,0,11.89,44.94,311071,232,1340,7.78,2,,,,,,,,,,
6482,rootcause3,1169,227.56,13.66,2,2,1125,0,0,0,10.25,278087,247,1126,12.5,2,,,,,,,,,,
